LOCATION,MNF_YEAR,BRAND,MODEL,VARIANT,DRIVEN_KM,FUELTYPE,NOOF_OWNERS,PRICE
Ahmedabad,2019,Maruti,XL6 ALPHA SHVS  MT,Manual,"48,327 km",Petrol,1st Owner,"₹9,15,399"
Ahmedabad,2016,Maruti,Vitara Brezza ZDI PLUS DUAL TONE,Manual,"74,203 km",Diesel,2nd Owner,"₹7,39,199"
Ahmedabad,2020,Ford,Ecosport 1.5TITANIUM TDCI,Manual,"13,709 km",Diesel,1st Owner,"₹9,19,999"
Ahmedabad,2017,Maruti,S Cross ZETA 1.3,Manual,"1,12,490 km",Diesel,1st Owner,"₹6,10,899"
Ahmedabad,2020,Ford,Ecosport 1.5 TITANIUM PLUS TI VCT AT,Manual,"12,718 km",Petrol,1st Owner,"₹9,88,899"
Ahmedabad,2016,Hyundai,Creta 1.6 E + VTVT,Manual,"36,658 km",Petrol,1st Owner,"₹7,06,099"
Ahmedabad,2016,Ford,Ecosport 1.5TITANIUM TDCI,Manual,"99,250 km",Diesel,1st Owner,"₹5,35,199"
Ahmedabad,2017,Hyundai,Creta 1.6 CRDI SX PLUS AUTO,Automatic,"34,914 km",Diesel,2nd Owner,"₹9,43,699"
Ahmedabad,2019,Maruti,Ertiga ZXI SMART HYBRID,Manual,"8,424 km",Petrol,1st Owner,"₹9,44,399"
Ahmedabad,2016,Hyundai,Creta 1.6 S PLUS AT CRDI,Manual,"94,709 km",Diesel,1st Owner,"₹7,76,099"
Ahmedabad,2013,Toyota,Innova 2.5 VX 8 STR BS IV,Manual,"2,80,921 km",Diesel,2nd Owner,"₹7,05,599"
Ahmedabad,2020,Hyundai,VENUE S MT 1.2 KAPPA,Manual,"4,689 km",Petrol,1st Owner,"₹7,75,399"
Ahmedabad,2018,Hyundai,Creta 1.6 SX AT PETROL,Automatic,"27,656 km",Petrol,1st Owner,"₹12,46,599"
Ahmedabad,2020,Hyundai,VENUE S MT 1.2 KAPPA,Manual,"5,231 km",Petrol,1st Owner,"₹8,45,499"
Ahmedabad,2019,Maruti,Ertiga ZXI SMART HYBRID,Manual,"14,913 km",Petrol,1st Owner,"₹9,16,799"
Ahmedabad,2016,Hyundai,Creta 1.6 SX CRDI,Manual,"1,32,350 km",Diesel,2nd Owner,"₹7,85,299"
Ahmedabad,2021,Ford,Ecosport TITANIUM PLUS 1.5 TI VCT MT,Manual,"3,543 km",Petrol,1st Owner,"₹9,48,399"
Ahmedabad,2014,Maruti,Swift Dzire VDI BS IV,Manual,"77,035 km",Diesel,1st Owner,"₹3,97,299"
Ahmedabad,2017,Maruti,Ciaz DELTA 1.3 DDIS SHVS,Manual,"85,440 km",Diesel,1st Owner,"₹5,80,299"
Ahmedabad,2017,Maruti,Dzire ZDI Plus,Manual,"77,118 km",Diesel,1st Owner,"₹6,16,199"
Ahmedabad,2017,Maruti,Dzire VDI,Manual,"64,299 km",Diesel,1st Owner,"₹5,50,799"
Ahmedabad,2017,Ford,Figo Aspire 1.5 TITANIUM DIESEL,Manual,"55,089 km",Diesel,1st Owner,"₹4,58,099"
Ahmedabad,2018,Honda,City ZX CVT,Automatic,"18,032 km",Petrol,1st Owner,"₹10,72,699"
Ahmedabad,2017,Maruti,Dzire ZDI Plus,Manual,"40,422 km",Diesel,1st Owner,"₹6,65,799"
Ahmedabad,2018,Maruti,Ciaz ZETA 1.4 VVT,Manual,"83,093 km",Petrol,1st Owner,"₹6,95,299"
Ahmedabad,2020,Maruti,Dzire ZXI Plus,Manual,"25,940 km",Petrol,1st Owner,"₹6,78,599"
Ahmedabad,2018,Maruti,Dzire ZDI AMT,Automatic,"1,43,414 km",Diesel,1st Owner,"₹5,63,999"
Ahmedabad,2018,Honda,City VX CVT PETROL,Automatic,"94,837 km",Petrol,1st Owner,"₹9,25,499"
Ahmedabad,2020,Maruti,Ciaz DELTA 1.5 SHVS VVT MT,Manual,"16,242 km",Petrol,1st Owner,"₹7,40,499"
Ahmedabad,2017,Maruti,Dzire ZDI Plus,Manual,"60,463 km",Diesel,1st Owner,"₹6,36,399"
Ahmedabad,2015,Hyundai,Xcent 1.2 S VTVT,Manual,"42,001 km",Petrol,1st Owner,"₹4,42,599"
Ahmedabad,2020,Hyundai,AURA SX+ AT,Automatic,"16,013 km",Petrol,1st Owner,"₹7,27,699"
Ahmedabad,2018,Maruti,Dzire VXI,Manual,"47,506 km",Petrol,1st Owner,"₹5,90,899"
Ahmedabad,2016,Maruti,Ciaz VDI+ SHVS,Manual,"86,056 km",Diesel,1st Owner,"₹5,14,099"
Ahmedabad,2018,Ford,Figo Aspire 1.2 TITANIUM PETROL,Manual,"46,791 km",Petrol,1st Owner,"₹4,82,399"
Ahmedabad,2017,Ford,Figo Aspire 1.5 TITANIUM DIESEL,Manual,"95,535 km",Diesel,1st Owner,"₹4,05,299"
Ahmedabad,2016,Hyundai,Xcent S 1.2,Manual,"1,08,002 km",Petrol + CNG,1st Owner,"₹4,61,099"
Ahmedabad,2019,Volkswagen,Polo HIGH LINE PLUS 1.0,Manual,"26,138 km",Petrol,1st Owner,"₹6,43,399"
Ahmedabad,2018,Hyundai,Elite i20 SPORTZ 1.2,Manual,"35,297 km",Petrol,2nd Owner,"₹5,99,399"
Ahmedabad,2018,Renault,Kwid RXT 1.0 EASY-R  AT,Manual,"25,553 km",Petrol,2nd Owner,"₹3,41,699"
Ahmedabad,2017,Maruti,Baleno DELTA DDIS 190,Manual,"73,016 km",Diesel,2nd Owner,"₹5,20,499"
Ahmedabad,2019,Maruti,Swift VDI,Manual,"11,312 km",Diesel,1st Owner,"₹6,34,999"
Ahmedabad,2017,Maruti,Baleno DELTA DDIS 190,Manual,"83,204 km",Diesel,1st Owner,"₹5,05,799"
Ahmedabad,2014,Hyundai,Elite i20 ASTA 1.2,Manual,"63,572 km",Petrol,1st Owner,"₹5,08,699"
Ahmedabad,2019,Maruti,Celerio ZXI,Manual,"15,733 km",Petrol,1st Owner,"₹4,47,099"
Ahmedabad,2017,Hyundai,Elite i20 1.4 CRDI ASTA (O),Manual,"96,475 km",Diesel,1st Owner,"₹6,03,699"
Ahmedabad,2015,Maruti,Swift VDI ABS,Manual,"94,015 km",Diesel,1st Owner,"₹4,27,099"
Ahmedabad,2018,Maruti,Swift VDI,Manual,"80,779 km",Diesel,2nd Owner,"₹4,96,199"
Ahmedabad,2017,Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,Manual,"19,892 km",Petrol,1st Owner,"₹4,76,699"
Ahmedabad,2019,Maruti,Celerio ZXI,Manual,"19,578 km",Petrol,1st Owner,"₹4,54,699"
Ahmedabad,2019,Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,Manual,"27,957 km",Petrol,1st Owner,"₹5,47,599"
Ahmedabad,2019,Maruti,Baleno ZETA 1.2 K12,Manual,"69,420 km",Petrol,2nd Owner,"₹5,99,599"
Ahmedabad,2020,Maruti,Alto LXI,Manual,"38,222 km",Petrol,1st Owner,"₹3,61,899"
Ahmedabad,2019,Maruti,S PRESSO VXI PLUS,Manual,"9,842 km",Petrol,1st Owner,"₹4,11,599"
Ahmedabad,2018,Maruti,Alto 800 LXI,Manual,"1,42,263 km",Petrol,1st Owner,"₹2,96,099"
Ahmedabad,2018,Maruti,Alto 800 LXI,Manual,"30,143 km",Petrol,1st Owner,"₹3,01,799"
Ahmedabad,2020,Maruti,Alto VXI,Manual,"11,061 km",Petrol,1st Owner,"₹3,78,499"
Ahmedabad,2018,Audi,A3 35TDI PREMIUM,Automatic,"39,254 km",Diesel,2nd Owner,"₹20,97,099"
Ahmedabad,2018,Jeep,Compass 2.0 LONGITUDE (O),Manual,"57,010 km",Diesel,1st Owner,"₹12,46,099"
Ahmedabad,2012,Toyota,Fortuner 3.0 MT 4X4,Manual,"1,84,782 km",Diesel,3rd Owner,"₹11,56,999"
Ahmedabad,2019,Jeep,Compass 2.0 LIMITED,Manual,"60,802 km",Diesel,1st Owner,"₹14,18,499"
Ahmedabad,2014,Maruti,Swift Dzire VDI BS IV,Manual,"77,035 km",Diesel,1st Owner,"₹3,97,299"
Ahmedabad,2017,Maruti,Ciaz DELTA 1.3 DDIS SHVS,Manual,"85,440 km",Diesel,1st Owner,"₹5,80,299"
Ahmedabad,2017,Maruti,Dzire ZDI Plus,Manual,"77,118 km",Diesel,1st Owner,"₹6,16,199"
Ahmedabad,2017,Maruti,Dzire VDI,Manual,"64,299 km",Diesel,1st Owner,"₹5,50,799"
Ahmedabad,2017,Ford,Figo Aspire 1.5 TITANIUM DIESEL,Manual,"55,089 km",Diesel,1st Owner,"₹4,58,099"
Ahmedabad,2018,Honda,City ZX CVT,Automatic,"18,032 km",Petrol,1st Owner,"₹10,72,699"
Ahmedabad,2017,Maruti,Dzire ZDI Plus,Manual,"40,422 km",Diesel,1st Owner,"₹6,65,799"
Ahmedabad,2018,Maruti,Ciaz ZETA 1.4 VVT,Manual,"83,093 km",Petrol,1st Owner,"₹6,95,299"
Ahmedabad,2020,Maruti,Dzire ZXI Plus,Manual,"25,940 km",Petrol,1st Owner,"₹6,78,599"
Ahmedabad,2018,Maruti,Dzire ZDI AMT,Automatic,"1,43,414 km",Diesel,1st Owner,"₹5,63,999"
Ahmedabad,2018,Honda,City VX CVT PETROL,Automatic,"94,837 km",Petrol,1st Owner,"₹9,25,499"
Ahmedabad,2020,Maruti,Ciaz DELTA 1.5 SHVS VVT MT,Manual,"16,242 km",Petrol,1st Owner,"₹7,40,499"
Ahmedabad,2016,Maruti,Ciaz VDI+ SHVS,Manual,"86,056 km",Diesel,1st Owner,"₹5,14,099"
Ahmedabad,2018,Ford,Figo Aspire 1.2 TITANIUM PETROL,Manual,"46,791 km",Petrol,1st Owner,"₹4,82,399"
Ahmedabad,2017,Ford,Figo Aspire 1.5 TITANIUM DIESEL,Manual,"95,535 km",Diesel,1st Owner,"₹4,05,299"
Ahmedabad,2016,Hyundai,Xcent S 1.2,Manual,"1,08,002 km",Petrol + CNG,1st Owner,"₹4,61,099"
Ahmedabad,2018,Jeep,Compass 2.0 LONGITUDE (O),Manual,"57,010 km",Diesel,1st Owner,"₹12,46,099"
Ahmedabad,2012,Toyota,Fortuner 3.0 MT 4X4,Manual,"1,84,782 km",Diesel,3rd Owner,"₹11,56,999"
Ahmedabad,2019,Jeep,Compass 2.0 LIMITED,Manual,"60,802 km",Diesel,1st Owner,"₹14,18,499"
Ahmedabad,2018,Audi,A3 35TDI PREMIUM,Automatic,"39,254 km",Diesel,2nd Owner,"₹20,97,099"
Ahmedabad,2019,Ford,Ecosport 1.5 TITANIUM TI VCT,Manual,"11,869 km",Petrol,1st Owner,"₹7,49,499"
Ahmedabad,2015,Hyundai,Creta 1.6 SX (O) CRDI,Manual,"1,50,321 km",Diesel,1st Owner,"₹7,52,399"
Ahmedabad,2018,Hyundai,Creta 1.4 E PLUS CRDI,Manual,"2,41,497 km",Diesel,1st Owner,"₹7,75,999"
Ahmedabad,2019,Maruti,XL6 ALPHA SHVS  MT,Manual,"48,327 km",Petrol,1st Owner,"₹9,15,399"
Ahmedabad,2016,Maruti,Vitara Brezza ZDI PLUS DUAL TONE,Manual,"74,203 km",Diesel,2nd Owner,"₹7,39,199"
Ahmedabad,2020,Ford,Ecosport 1.5TITANIUM TDCI,Manual,"13,709 km",Diesel,1st Owner,"₹9,19,999"
Ahmedabad,2017,Maruti,S Cross ZETA 1.3,Manual,"1,12,490 km",Diesel,1st Owner,"₹6,10,899"
Ahmedabad,2020,Ford,Ecosport 1.5 TITANIUM PLUS TI VCT AT,Manual,"12,718 km",Petrol,1st Owner,"₹9,88,899"
Ahmedabad,2016,Hyundai,Creta 1.6 E + VTVT,Manual,"36,658 km",Petrol,1st Owner,"₹7,06,099"
Ahmedabad,2016,Ford,Ecosport 1.5TITANIUM TDCI,Manual,"99,250 km",Diesel,1st Owner,"₹5,35,199"
Ahmedabad,2017,Hyundai,Creta 1.6 CRDI SX PLUS AUTO,Automatic,"34,914 km",Diesel,2nd Owner,"₹9,43,699"
Ahmedabad,2019,Maruti,Ertiga ZXI SMART HYBRID,Manual,"8,424 km",Petrol,1st Owner,"₹9,44,399"
Ahmedabad,2016,Hyundai,Creta 1.6 S PLUS AT CRDI,Manual,"94,709 km",Diesel,1st Owner,"₹7,76,099"
Ahmedabad,2013,Toyota,Innova 2.5 VX 8 STR BS IV,Manual,"2,80,921 km",Diesel,2nd Owner,"₹7,05,599"
Ahmedabad,2020,Hyundai,VENUE S MT 1.2 KAPPA,Manual,"4,689 km",Petrol,1st Owner,"₹7,75,399"
Ahmedabad,2018,Hyundai,Creta 1.6 SX AT PETROL,Automatic,"27,656 km",Petrol,1st Owner,"₹12,46,599"
